Column1,French,Nufi
10248, le piment est entré dans mon œil,Sóh cō zə́h à 
10249, sorte de poivre,Sôhntèn 
10250, sorte d'herbe médicinale,Sóhnzhwīèfʉ̀ 
10251, subir en ordalie les épreuves du piment.,Nnū ngùh sōh 
10252, les condiments,Zúsōh 
10253, choses,Zū 
10254, sauce d'arachide.,Sôg kə̀nà = nɑ̂' mbìyā' 
10255, buanderie,Zʉ̌'sǒhndhī 
10256, jeune garçon,Mēnsòm 
10257, vieux garçon,Sǒmndʉ̄ɑ̄ 
10258, le frère,Sòm mɑ̄ 
10259, merci mon frère,Ngɑ̌ pén ō sòm mɑ̄vǒ 
10260, le frère consanguin,Sòm mbɑ̄' 
10261, mon frère consanguin,Sòm mbɑ̄' ō 
10262, mon frère consanguin est venu,Sòm mbɑ̄' ó sɑ̀' 
10263, il aime trop faire le beau.,Ǎ ngʉ́ sòm tɑ̀' 
10264, mon amour propre,Sǒmnā à 
10265," laver les habits, et sǒndhī ",Sǒhndhī 
10266, culotte,Kǎbsònkhù 
10267, régime de noix de palme,Sǔ nzʉ̄ 
10268, régime de bananes,Sǔ làt 
10269, régime de plantains,Sǔ kòlə̀' 
10270, le poulailler,Sǔ' ngāp 
10271, cabane construite en paille lors des funérailles pour accueillir et nourrir les gens.,Sǔ' wūɑ̄ 
10275," rouler quelqu'un, le saboter, le duper, entacher sa réputation.",Nsū' wèn 
10280, mutuelle de travail,Sʉ́' mfɑ̀' 
10281, demander à faire partir du sʉ̄',Ngwēn sʉ̄' 
10282, aller au sʉ̄'.,Ngén sʉ̄' 
10283," c'est mon compagnon de travail, c'est mon invité.",Sʉ̄' ā bɑ́ 
10284," mutuelle de travail, entraide mutuelle, sorte de coopérative occasionnelle, groupe de travail commun",Sʉ̂'mfɑ̀' 
10285, demander à faire partir du sʉ̄',Ngwɑ́ sʉ̄' 
10286, aller au sʉ̄',Ngén sʉ̄' 
10287, elle n'est pas venu participer à mon travail,Ǎ táá (sí) sʉ̄' ā 
10288, lieu où les gens se réunissent pour papoter et faire des commérages,Sʉ́' ndə̀ə̀ 
10290," partenaire, collaborateur.",Sênsʉ̄' 
10293, faire des sacrifices pour ôter cette malchance.,Nsóh sùà 
10294, sa majesté le lièvre.,Sɑ̄'sūā 
10295," c'est une blague, je plaisante",Ngɑ̌ làh ngʉ́ mɑ́ sʉ̀ɑ̀ 
10296," jeu bizarre, amusement insensé","Kìkén sʉ̀ɑ̀, tèèsísʉ̀ɑ̀ "
10297, les ébats amoureux.,Tèèsísʉ̀ɑ̄ nkə̀'nì 
10298, je vais faire du sport.,Ngɑ̌ ngén ghʉ̌ sʉ̀ɑ̄mfʉ̀'nā 
10299, comédie.,Sʉ̀ɑ̄nǔzhwìè 
10300, la girafe,Sʉ̀ɑ̀ntē' 
10301, le sofa.,Sʉ̀ɑ̀làk 
10302," je me suis blessé, j'ai coupé ma main.",Ngɑ̌ sʉ́ɑ́ pō ā 
10303, circoncire,Nsʉ̄ɑ̄ kwàà 
10304, on n'a pas encore circoncis ce garçon.,Pō yǎt sì sʉ̄ɑ̄ sāā lɑ́ 
10308, découpe les épinards.,Sʉ̄ɑ̄sī njɑ̀ɑ̀ 
10310," celui qui fait un rapt, un enlèvement.",Nsʉ̀m nshù 
10312, lorsque ça cuit trop ça devient amer.,Yáá mbhī sʉ̄sə̄ə̄ ndhí 
10314, longue distance,Nthī sʉ̀sʉ̀ɑ̀ 
10315, l'éléphant pèse trop,Sʉ́ʉ́ nzát tɑ̀' 
10316, l'éléphanteau,Mênsʉ̄ʉ̄ 
10317, mon éléphant,Sʉ̄ʉ̄ nà 
10318, l'ivoire,"Dhʉ̌sʉ̄ʉ̄, sə̌'sʉ̄ʉ̄ "
10319," (expression idiomatique) la situation va de mal en pis, la situation s'aggrave",Kwě' tó' làh nzát sʉ̄ʉ̄
10320," il travaille comme un éléphant, il travaille beaucoup",Ǎ mfɑ́' pɑ́' sʉ̄ʉ̄ lɑ́ 
10321, un bourreau de travail.,Sʉ̄ʉ̀mfɑ̀' 
10323, Combien de personnes?,Pʉ̀ sʉ̄'ʉ̄ ? 
10324, Je prends combien?,Ń dǎh sʉ̄'ʉ̄ ? 
10325, un drogué de travail est quelqu'un qui travaille comme un éléphant,Tɑ̀' sʉ̄ʉ̀mfɑ̌' mɑ́ tɑ̀' wèn mɑ̀ ǎ mfɑ́' pɑ́' sʉ̄ʉ̄ lɑ̄ 
10326, il a plongé dedans swǎt,Ǎ yɑ́' ncō ntām swǎt 
10327," l'eau coule swǎt, swǎt.",Nshǐ ntōm swǎt swǎt 
10329, Que chacun s'efforce,Wèn tá' yǐ 
10330, mon cher ami,Tǎ' sēn à 
10331, Leubou et Moukam sont de bons amis,Lə́ə́mbū' pí Mòōnkám mɑ́ pɑ̀ tǎ' sēn 
10332, il a plaidé coupable.,Ǎ tá' ngwɑ́ 
10333, les njóŋ savent faire le commerce.,Pɑ̀ njóŋ zhī nàh ntā' ntēē 
10334, empile ça sur les autres,Tā' yáá ndə̀b zìmó' 
10335, allons à la guerre en coalition,Pɑ̀h tā' ngén ncò 
10336," il est parti afin de voir la situation, une fois arrivé là-bas",Ǎ ghèn tɑ́ có yēē 
10337," il m'a attaqué, il m'a provoqué, c'est pour ça que je l'ai tapé.",Ǎ kàb ā tɑ́ ǹ zāb ī 
10338," il est parti avant le chant du coq, avant que le coq ne chante",Ǎ fhʉ́nshʉ́ɑ́ tɑ́ khʉ̀ɑ̀' tə̄' 
10339, c'est le poison que nous avons bu,Cɔ̀ tɑ́ wěn nnū 
10340, c'est un fantôme que nous avons vu,Cɔ̀ tɑ́ wěn njēē 
10341," Qu'a mangé l'enfant, l'enfant a mangé quoi?",Kɑ́ tɑ́ mōō nzɑ̄ ɑ̄ ? 
10342, avant que,Tɑ́ 
10343, avant de,Tɑ̄ 
10344, va avant qu'il ne pleuve,Shʉ̀ɑ̀ tɑ́ mbàk lō 
10345, mange avant de partir,Zɑ̄ tɑ̄ nshʉ́ɑ́ 
10346, lave-toi d'abord avant de manger,Yā' sǒh nā ò tɑ̄ nzɑ̄ wúzɑ̄ 
10347, lave-toi avant que la nourriture ne cuise.,Yā' sǒh nā ò tɑ́ wúzɑ̄ pīh 
10348," je suis tombé par terre, mais je ne me suis pas fait mal","Ngɑ̌ táb sīē, tɑ́' ǹ kɑ̀' lʉ̄ʉ̄ "
10349, ce gourmand mange trop,Nzhìnzhìè báá nzɑ̄ wū tɑ̀ 
10350," Qui donc, qui alors?",Tɑ̀ wɑ̄ ? 
10351, Bien sûr,Tɑ̀ kɑ́ ? 
10352, à demain,Tɑ̀ wāhà 
10353, j'avais fait ça depuis l'autre jour.,Ǹ dɑ̀ghʉ̌ yāā tɑ̀ líé'mō' 
10354, prépare et mange,Nā' tɑ̀ nzɑ̄ 
10355, il a fait l'effort au point de réussir l'examen.,Ǎ ŋàh tɑ̀ ntōh làksì 
10356, As-tu mangé?,Tɑ̀ ǒ zɑ́ wúzɑ̄ ɑ̀ ? 
10357, ils sont partis à tel point que la route s'est asséchée.,Pó shʉ̀ɑ̀ tɑ̀ nzhì yə̄b 
10358, un chien,Tɑ̀' mvʉ̄ɑ̄ 
10359, une personne,Tɑ̀' wèn 
10360, un enfant.,Tɑ̀' mōō 
10361," le rat fouille la terre, le rat creuse la terre",Mbɑ̀ɑ̄ndə̌b kòntɑ́' cɑ̄' 
10362, fouille jusqu'à trouver.,Tɑ̀' tɑ̀ njēē 
10363, la coquille de l’escargot,"Nshwīè tɑ̀’, ngwê' tɑ̀' "
10365, il habite (jusque) dans un pays lointain,Ǎ nsī tɑ̌ ngə̀'sìtə̄'kə̄ 
10366, il habite jusqu'à Bafang,Ǎ nsī tɑ̌ Fā' 
10367, il s'est réveillé depuis quatre heure.,Ǎ fhʉ́njómɑ́ tɑ̌ nɑ́ nàm kwɑ̀ 
10368, parle à tel point qu'on puisse entendre.,Ghə̀ə̀ tɑ̌ pō yū' 
10369, prépare avant de manger,Nā' tɑ̄ nzɑ̄ 
10370, va avant de revenir,Ghèn tɑ̄ nsɑ́' 
10376, lave-toi avant que la nourriture ne cuise,Yā' sǒh nā ò tɑ́ wúzɑ̄ pīh 
10377," il n'a pas encore pris femme, il n'est pas encore marié",À yǎt sì tɑ̄ nsó yì mʉ̀nzhwīē 
10378, écarte tes pieds,Tɑ̄' nkhù mō 
10379, la femme écarte ses pieds lors de l'accouchement,Mʉ̀nzhwíé ndī' zī ntɑ̄' nkhù mī 
10380, d'ici à là-bas,Nàh ndó séè tɑ̀ ncō síí lì 
10381, il a marché à pied du village jusqu'à Bafang,Ǎ nàk mɑ̀nkhù nàh ndó mbèè tɑ̀ ncō Fā' 
10382, à partir d'ici jusqu'à là-bas,Làh ntō' sê tɑ̀ ndhí sî 
10383, d'ici à là-bas,Nàh ndó séè tɑ̀ ndhí síí lì 
10384, il a marché à pied du village jusqu'à Bafang,Ǎ nàk mɑ̀nkhù làh ndó mbèè tɑ̀ ndhí Fà' 
10385, essaye de faire,Ghʉ̀ tɑ̄ njēē 
10386, essaye de manger,Zɑ̄ tɑ̄ njēē 
10387, essaye d' aller,Ghèn tɑ̄ njēē 
10388, essaye ce vêtement,Sǒ ndhī lɑ́ tɑ̄ njēē 
10389, essaye,Ghʉ̀ tɑ̄ njīī 
10390, essaye de manger,Zɑ̄ tɑ̄ njīī 
10391, essaye d' aller,Ghèn tɑ̄ njīī 
10392, essaye ce vêtement,Sǒ ndhī lɑ́ tɑ̄ njīī 
10393, d'ici à là-bas,Nàh ndó séè tɑ̀ nkə́b síí lì 
10394, il a marché à pied du village jusqu'à Bafang,Ǎ nàk mɑ̀nkhù nàh ndó mbèè tɑ̀ nkə́b Fà' 
10395, d'ici à là-bas,Nàh ndó séè tɑ̀ nkóm síí lì 
10396, il a marché à pied du village jusqu'à Bafang,Ǎ nàk mɑ̀nkhù nàh ndó mbèè tɑ̀ nkóm Fà' 
10397, d'ici à là-bas,Nàh ndó séè tɑ̀ nkwēn síí lì 
10398, il a marché à pied du village jusqu'à Bafang,Ǎ nàk mɑ̀nkhù nàh ndó mbèè tɑ̀ nkwēn Fà' 
10399," salut monsieur, salut mon père",Mbə̄ táà 
10400, mon père,Táà wɑ̄ 
10401, ton père,Táà wē 
10402, son père,Táà wā 
10403, notre père,Táà yòh 
10404, votre père,Táà yèè 
10405, leur père,Táà yɑ̀ɑ̀ 
10406," mes pères, mes ancêtres",Ntáà pǎ 
10407," nos chefs, nos pères, nos ancêtres","Ntáà pōh, ntáà mbōh "
10408," père de famille, chef de famille, président, ou le chef d'un groupe",Táàndʉ̄ɑ̄ 
10409," chef d'armée, chef des mɑ̄njə̀'",Táàmɑ́njə̀' 
10410, chef des kū'ngà',Táàkū'ngà' 
10411, libérateur,Táàpù' 
10413, homme gardien et protecteur des jumeaux,Táànìnkhʉ̄ɑ̄ 
10414, personne obéissant,Táàyū' 
10415," un homme brun, un Européen",Táàpà' 
10416, menteur fieffé,Táàcwǎnù 
10417," un mythomane, un fieffé menteur",Táàcwà 
10418," père initiateur aux arcanes occultes, initiateur aux secrets thérapeutiques",Táàkà' 
10419," le premier mari d'une femme, celui qui a payé sa dot pour la première fois",Táànkɑ̄ɑ̄ 
10420," albinos, Nègre-blanc",Táàfʉ̀ 
10421," patron, employeur",Táàmfɑ̀' 
10422," le patron d'une forge, un chef d'entreprise",Táàlə̀ə̀ 
10423, superficie du territoire,Tàā lɑ̄' 
10424, Quelle est la superficie de ce champ?,Tàā kò lɑ́ lāhā ? 
10425, As-tu finis tes machinations et me les as apportées?,Ǒ tàà tɑ̀ ndáh nsɑ́' ɑ́ ? 
10426," tu as manqué, tu n'as pas pu verser ta quote-part de tontine.",Ǒ tàā ntɑ̄' 
10427, trois personnes,Pʉ̀ tàà 
10428, trois sacs.,Mbʉ̀ɑ̀ ntāā 
10429," trois personnes, et non pʉ̀ ntāā car le pluriel de wèn c'est pʉ̀, sans nasalisation",On dit bien pʉ̀ tāā 
10431, trois pieds,Nkhù ntāā 
10432, trois mains,Mbō ntāā 
10433, trois fusils,On dira donc ngāā tāā et non ngāā ntāā 
10434," trois chèvres, et non mvī ntāā.",Mvī tāā 
10435, oncle maternel du roi,Mbɑ̂'kāā 
10436," père, et fə̀ ","Litt., Táàfə̀ provient de táà "
10437," Oncle maternel du roi, et Ndhìfə̀ ",Ne pas confondre Táàfə̀ 
10438, Oncle maternel du roi,Mbɑ̂'kāā 
10439," père, et fʉ̀ ","Litt., Táàfʉ̀ provient de táà "
10440," Oncle maternel du roi, et Ndhìfʉ̀ ",Ne pas confondre Táàfʉ̀ 
10441, fille de forgeron,Ngòòālə̀ə̀ 
10442, forgeron.,Nthîlə̀ə̀ 
10443, père qui a eu deux fois les jumeaux,Tə́nì 
10444," tout enfant né d'une femme appartient au táànkɑ̄ɑ̄, même si ce dernier ne vit plus","Mbɑ̀ yàā mōō yì mʉ̀nzhwíé nzī lɑ́ mbɑ̄ mɑ́ mên táànkɑ̄ɑ̄, mbɑ̀ mɑ̀ à sī yǎt wū bɑ̄ "
10445," père, mbʉ̀ɑ̂ ",Táà 
10446, il a menti à son père,Ǎ táásí mbɑ̄' ā 
10447, ne me trompe pas d'accord?,Ǒ sì tāāsī ā mbɑ̀ 
10448," il feint, il fait semblant d'apprendre, il simule l'apprentissage.",Ǎ kòntāāsī mɑ́ á mɑ̀nzhī'sī wū 
10449, une parturiente (femme en train d'accoucher),Anto. mɑ̂vʉ̀ 
10450, le chasseur a tiré un coup de fusil sur l'animal,Njòkvʉ́ʉ́ tāb nə̀ə̀ 
10451, le fusil m'a atteint.,Ngáá tāb ā 
10452, le vent a claqué la porte,Fùfùá táb nzhìndʉ̄ɑ̄ 
10453," Il m'a donné une claque à la joue, ainsi nzǎàŋ! [bruit de la claque]",Ǎ táb pó tók à mɑ́ nzǎàŋ! 
10454, il a lancé une pierre sur lui.,Ǎ lǎh lòh ntāb ī 
10455, il est tombé par terre,Ǎ táb sīē 
10456, ne tombe pas.,Pɑ́' ntāb sīē 
10457, coudre l'habit.,Ntāb ndhī 
10458," banane malaxée, mets très succulent, constitué de banane cuite avec de l'huile rouge, des arachides et des condiments","Tàbsí làt, tàbsí tòk "
10459, banane malaxée,Tàbsí làt 
10460," quand la réconciliation s'installe, on oublie les discordes",Ntàbsǐ nhwīē pō sō mbó nā 
10462, ajoute-moi les arachides.,Tābsī ā mbìyā' 
10464, le lièvre a évité la chausse-trappe,Sɑ̄'súá yāksī tāh 
10465, ne me touche pas,Ǒ sì tāh lā 
10466, le bradype a attrapé sa main,Fén tāh pō ī 
10468, patte de chèvre.,Táh mvī 
10469, je ne sais pas tendre le piège à fil.,Ǹ kɑ̀' zhī làh ntɑ̄h ndɑ̀ɑ̀ 
10470, échelon,Tɑ́hnkō' 
10471, nous ne réagissions pas de la sorte à notre époque.,Pɑ̀h lɑ̌' sì ngʉ́ fà'á yòh tɑ̄h 
10472," à plusieurs reprises, de générations en générations",Ntɑ́h ntɑ̄h 
10473, durée de règne d'un roi.,Tɑ́hfʉ̀ 
10474," conseiller quelqu'un, l'éduquer.",Ntɑ̄h wèn 
10475," designer son successeur, faire son testament",Ntɑ̄h ndʉ̄ɑ̄ 
10476, prends garde de ne jamais confier ton testament à un soulard,Pə̄ə̄ sì tɑ̄h ndʉ́ɑ́ ó mbí mbʉ̄ɑ̀ndù' 
10477, ce n'était pas comme ça à notre époque,Yāā lɑ̌' sì' mbɑ̄ fà'á nɑ́ yòh tɑ́hnzɑ̄ 
10478, je suis un peu occupé ces jours-ci.,Ngɑ̌ nɑ́' ncāhsī nɑ́ béé tɑ́hnzɑ̄ lè 
10479, du courage maman,Tɑ̌hpō lɑ́ mɑ̄ 
10480, du courage papa,Tɑ̌hpō lɑ́ mbɑ̄' 
10481, du courage ma grande sœur,Tɑ̌hpō lɑ́ ngà'mbhǐ à 
10482, du courage ma petite sœur.,Tɑ̌hpō lɑ́ ngà'njǎm à 
10483," je vous honore monsieur, honeur à vous monsieur",Ngɑ̌ tàk ō lɑ́ mbɑ̄' ō 
10484, il a chanté et ne m'y a pas honoré.,"Ǎ yǒhnshì mǐ, ǎ lɑ̀ ták ā zǐ"
10485, lac,Táknshì 
10486, bourbier.,Tákntʉ̀ntɔ̀ 
10488, n'incline pas ça.,Pɑ́' ntāk yāā 
10489," (proverbe) si tu entres dans une maison inclinée, incline ta tête avant d'y entrer","Ò mɑ̌nkwēn ntám tɑ̀' pè'è mɑ̀ yáá tāk, ò tāk tū ō tɑ̄ ncō "
10490, ligne oblique,Ták nkà' 
10492," attache le nœud, conclu",Shwìā tāk 
10493, conclusion,Nshwìàtāk 
10494, conclure.,Nshwíátāk 
10495," tournant de route, virage.",Táknzhì 
10496," le bout, l'extrémité du toit",Ták pè'è 
10497, le coin de la main,Ták pō 
10498, limite d'une bande de terre labourée,Ták nʉ̀ɑ̀ 
10500, lieu d'initiation d'un nouveau roi,Tàmfām 
10501," en dehors du roi, personne n'entre dans la forêt royale","Sə̀ə̄wèn sǐ' nkwēn tàmfām bɑ̄, lɑ̄ fʉ̀ "
10502," la forêt, la brousse.",Tàm 
10503, le chasseur a tiré un coup de fusil sur l'animal,Njòkvʉ́ʉ́ tām nə̀ə̀ 
10504, le fusil m'a atteint.,Ngáá tām ā 
10505, le vent a claqué la porte,Fùfùá tám nzhìndʉ̄ɑ̄ 
10507, il a lancé une pierre sur lui.,Ǎ lǎh lòh ntām ī 
10508, il est tombé par terre,Ǎ tám sīē 
10509, ne tombe pas.,Pɑ́' ntām sīē 
10510, coudre l'habit.,Ntām ndhī 
10512," c'est entièrement brulé, c'est totalement consumé",Yáá khʉ̄ tɑ̀mīè 
10513," le chien aime tellement la viande, surtout le rat.","Mvʉ́ɑ́ nkə́' mbɑ̀ɑ̀ tɑ̀', tɑ̀mmíéwǎ' mbɑ̀ɑ̄ndə̀b "
10514," les hommes savent cultiver, n'en parlons plus des femmes","Pōōmbá' nzhī nàh nzʉ̄' nʉ̀ɑ̀, tɑ̀mmíéwǎ' pʉ̌nzhwīē "
10515," un révolté, un rebelle, un dissident",Ntâmnkòò 
10516," les rebelles, les dissidents.",Pɑ̀ntámnkòò 
10517, crinière,Nkwà' 
10518, mon enfant a déjà un an,Mēn ǎ yá' tāmngù' 
10519, son enfant n'a pas encore un an.,Mēn ì yǎt sì tāmngù' 
10520," banane malaxée, banane cuite avec de l'huile rouge et des condiments.","Tàmsí làt, tàmsí tòk "
10521, recule-toi.,Tāmsī nā ò 
10524," prends tout, sauf celui-ci",Làh wǎ' tɑ̀ndɑ̌' bê 
10525, les gens sont venus de partout,Pʉ̀nǒk fhʉ́ tɑ́'ntɑ̄' nsɑ́' 
10526, l'union fait la force,Ça vient du proverbe tâ'sì lɑ̀fhʉ́ mbí ngʉ́ngà' 
10528, empile ça sur les autres.,Tā' yáá ndòm zìmó' 
10531, écarte tes pieds,Tɑ̄'sī nkhù mō 
10532, la femme écarte ses pieds lors de l'accouchement,Mʉ̀nzhwíé ndī' zī ntɑ̄'sī nkhù mī 
10533, les pétales de cette fleur sont en train de s'ouvrir,Nhǔ nsə̀ə̀ lɑ́ kòntɑ̄'sī 
10536, Youmbi aime tellement la viande,Yǔ'mbí kə̌' mbɑ̀ɑ̀ tɑ̀tɑ̀ 
10537, il y a beaucoup de fourmis au champ,Dhʉ́ kò tɑ̀tɑ̀ 
10538," extrémité, bout",Tōh 
10539, extrêmement.,Tɑ̀tóhyāā 
10540," dépasser, déborder",Tōh 
10541, extrême.,Tɑ̀tōh 
10544," personne faible, nonchalante",Tɔ̌ wèn 
10545, tə̀ə̀.,Autre variante 
10546," il, elle a détaché la chèvre.",Ǎ tɔ̌ mvī 
10547," personne faible, nonchalante",Tɔ̀ɔ́ wèn 
10548, Ai-je mal parlé?,Ngɑ̌ tɔ́ɔ́ í ? 
10551, sans caleçon,Sì tɔ̌tèn 
10552, il n'y a plus une seule goutte d'huile la maison,Sə̌ té' mvāt sī yǎt ndʉ̄ɑ̄ bɑ̄ 
10553, je n'ai plus un seul sou.,Mbɑ̀ tɑ̀' té' nkɑ̄ɑ̄ sī mbú à bɑ̄ 
10554, (proverbe) le linge sale se lave en famille,Wèn lɑ̀' cō' ntè' mī ntō mǐ tōm 
10555," la lignée familiale, la famille",Tě'ndʉ̄ɑ̄ 
10556, plonge à l'intérieur,Cō tè' 
10557, les intestins se trouvent dans le ventre,Ntó mbɑ̄ tě' vàm 
10558, il vit en plein milieu de la forêt,Ǎ nsī tɑ̌ tě' kò 
10559," le fond de la maison, la famille, le foyer",Tě'ndʉ̄ɑ̄ 
10560, jeux de hasard,Ntè' 
10561," intérieur de la main, paume de main.",Tě'pō 
10563, le chien cure l'os.,Mvʉ́ɑ́ kònté' vɑ́hmbɑ̀ɑ̀ 
10565, la curiosité,Tě'zɑ̄h 
10569, œil crevé.,Tě' zɑ̄h 
10570, klaxonner,Ntē' ndē' 
10571, sifflote de la bouche,Tē' kə̄ə̄ 
10572," corner, siffler en soufflant dans le creux des mains.",Ntē' pō 
10573, il n'y a plus une seule goutte d'huile la maison,Sə̌ tə́' mvāt sī yǎt ndʉ̄ɑ̄ bɑ̄ 
10574, je n'ai plus un seul sou.,Mbɑ̀ tɑ̀' tə́' nkɑ̄ɑ̄ sī mbú à bɑ̄ 
10575, (proverbe) arracher le nombril ne fait pas sortir les intestins,Wèn lɑ̀' cō' ntə̀' mī ntō mǐ tə̄b 
10576," la lignée familiale, la famille",Tə̌'ndʉ̄ɑ̄ 
10577, plonge à l'intérieur,Cō tə̀' 
10578, les intestins se trouvent dans le ventre,Ntó mbɑ̄ tə̌' vàp 
10579, il vit en plein milieu de la forêt,Ǎ nsī tɑ̌ tə̌' kò 
10580," le fond de la maison, la famille, le foyer",Tə̌'ndʉ̄ɑ̄ 
10581, jeux de hasard,Ntə̀' 
10582," intérieur de la main, paume de main.",Tə̌'pō 
10584, le chien cure l'os.,Mvʉ́ɑ́ kòntə́' və́hmbɑ̀ɑ̀ 
10587, œil crevé.,Tə̌' zə̄h 
10588, klaxonner,Ntə̄' ndə̄' 
10589, sifflote de la bouche,Tə̄' kə̄ə̄ 
10590," corner, siffler en soufflant dans le creux des mains.",Ntə̄' pō 
10591, notre pays,"Tə̄b yòh, tə́bngə̀' yòh "
10592, cette affaire est allée au-delà des frontières du pays,Nù lɑ́ yɑ̄' tə̄b 
10593, ne faites pas en sorte que cette nouvelle aille hors du pays.,Pěn sì ghʉ́ cə̀' lɑ́ yɑ̄' tə̄b 
10594, voyager,Ngén tə̄b 
10595," viatique, vivre qu'on mange au cours d'un voyage.",Ncɑ̀ɑ̀tə̄b 
10596, va dehors,Tə̄b ngén nzɑ̄ 
10597, un miracle s'est produit.,Shʉ̀ɑ́nǔ tə́b 
10603, j'ai déjà dépêché la nouvelle,Ngɑ̌ yá' tə̄b nkèn 
10604, on m'a commissionné.,Pó tə̄b ā 
10605," cette chose est particulière, spéciale.",Wū lě mɑ́ tə́bmfʉ̀' 
10609," le chef de l'Etat s'entremêle, il est dans un bourbier",Nsɑ̂'ngə̌' có ntám tə̀ə̀ 
10610, l'affaire s'enlise,Nù lɑ́ cō tə̀ə̀ 
10612, Qui t'a tapé?,Wɑ̄ bɑ̄ nzàb ō ō ? 
10615, le ballon,Tə́ə́fōh 
10616, un avocat,Tə́ə́ shʉ́ɑ́ndāk 
10617, une cabosse de cacao,Tə́ə́ kàkāò 
10618, donne-moi un avocat.,Hɑ̄ ā shʉ́ɑ́ndāk tɑ̀' tə̄ə̄ 
10619, le fruit,Tə́ə́thʉ̄ 
10620, les fruits,Ntə́ə́thʉ̄ 
10621," les fruits des épinards, destinés à la reproduction.",Ntə́ə́njɑ̀ɑ̀ 
10622, goutte de pluie,Tə́ə́ mbàk 
10623, goutte d'eau,Tə́ə́ nshì 
10624, goutte d'huile.,Tə́ə́ mvāt 
10631," Pourquoi s'embrouille-t-il, pourquoi est-il embrouillé?",Kɑ́ á kòntéésí ī ? 
10632," il s'embrouille, il est perturbé parce qu'on l'a surpris.",Ǎ kòntéésí mbī'tū mɑ́ pó sà' lī 
10635," si tu ne sais pas, n' invente pas","Ò sǐ' nzhī bɑ̄, ò pɑ́' ntə̄ə̄sī "
10636, roman,Tə̄ə̄sícwè' 
10638, les ébats amoureux,Tèèsísʉ̀ɑ̄ nkə̀'nì 
10639, l'ampoule s'est grillée,Tə́ə́nkɑ̌' pɑ́psí 
10640," s'il te plait, viens m'aider à changer l'ampoule","Cīcō'ò, sɑ̀' ncōp tə́ə́nkɑ̀' lè nhɑ̄ ā lɑ́ "
10641, j'achète l'ampoule.,Ngɑ̌ mɑ̀njwēn tə́ə́nkɑ̀' 
10643, enlève quelque chose dessus,Tēh wú nā 
10644," cet homme a mis sa femme à la porte, cet homme a répudié sa femme",Mbā' lɑ́ tēh nzhwīē í ndʉ̄ɑ̄ 
10645, dépense,Tēh nkɑ́ɑ́ pʉ̀ɑ̀ 
10646," désendette-toi, ôte ta dette",Tēh njō ò 
10647," débarrasse-toi de la malédiction, des malchances",Tēh ndòó tú ò 
10648, C'est pour enlever la malédiction?,Ǒ ndáh ntēh mɑ́ ndòò ú ? 
10649, ce n'est pas bien d'être tellement incrédule,Téh ndʉ̀' yə̄ə̄ kɑ̀' pé' 
10650," correction, critique","Téhlò', téhmbìà, téhèè "
10651, on a déjà fini de corriger l'examen.,Pó yá' měh nàh ntēh hèé nɑ́ làksì 
10652," excréter la bave, baver",Ntēh ndhʉ̀ 
10653," faire sortir la bile, avoir la bile.",Ntēh ndhʉ̀ 
10654, il ne faut pas être si orgueilleux.,Pɑ́' mɑ̄ngʉ́ tēh fà'á 
10658, blaguer,Mbīī tēh 
10659, ne blague pas avec.,Ǒ sì láh mbīī tēh 
10660, je ne sais pas tendre le piège à fil.,Ǹ kɑ̀' zhī làh ntə̄h ndɑ̀ɑ̀ 
10661, échelon,Tə́hnkō' 
10662, nous ne réagissions pas de la sorte à notre époque.,Pɑ̀h lɑ̌' sì ngʉ́ fà'á yòh tə̄h 
10663," à plusieurs reprises, de générations en générations.",Ntə́h ntə̄h 
10664," conseiller quelqu'un, l'éduquer.",Ntə̄h wèn 
10667, avortement involontaire.,Sǐmōō 
10668, église.,Ndʉ̄ɑ̀sīē 
10670, émancipation.,Téhnkhù 
10671, je suis un peu occupé ces jours-ci.,Ngɑ̌ nɑ́' ncāhsī nɑ́ béé tə́hnzɑ̄ lè 
10672," redressement, correction, stage.",Tēhsì 
10673, on redresse quelque chose qui est tordue,Pó ntēhsī wū mɑ̀ yáá ŋō' 
10674, on fait généralement des stages avant de trouver un emploi,Pó nnēē ngʉ́ tēhsípō tɑ̄ nhóó mfɑ̀' 
10675, on fait généralement des stages avant de trouver un emploi,Pó nnēē ngʉ́ tēhsítū tɑ̄ nhóó mfɑ̀' 
10678, le fil de fer,Nkhʉ̌tēlɑ̄ 
10679, le fil.,Nkhʉ̀ 
10680, l'anus,"Nshùtèn, mbòktèn, mbóktèn "
10681, le chat est sous la table,Ngòòndə́b těn nkò' 
10682, le bas-ventre,"Těnvàm, těnvàp "
10683, la plante du pied,Těnkhù 
10684, le coude,Těnpō 
10685, le menton,Těnshù 
10686," infondé, absurde, aberrant, illogique",Sìtèn 
10687, tout ce qu'on n'a pas encore appris est ésotérique,Mbɑ̀kɑ́lɑ́ ntén sì pō zhī'sī 
10690, je l'ai travaillé par ma force,Ngɑ̌ fɑ̌' yāā mɑ̀ ntèn zǎ 
10691," il est fort, il est courageux",Těn vǎm ì 
10692, il a des vers intestinaux dans le ventre,Ntěn vǎm ì 
10693," opposer, résister par la force","Nzhʉ́' ntèn, ntēh ntèn "
10694, une barre de fer.,Ntʉ̀' tēn 
10695, on l'a envoyé en prison.,Pó mɑ̀' í tēn 
